"substrate","od_wave","set","plate","well","tp","sheet","od","sample","evolved","population","blank","sd_blank","od_cor","time"
"alpha-keto butyric acid",590,"set_3",11,"G_11","T4","Sheet1",0.041,"33","without_community","wt-3",0.0395,0.001211060141639,0.0015,4
"alpha-keto butyric acid",590,"set_2",15,"G_7","T5","Sheet1",0.048,"44","without_community","wt-5",0.0395,0.001211060141639,0.0085,5
"alpha-keto butyric acid",590,"set_2",5,"G_7","T6","Sheet1",0.044,"14","with_community","wt-b4",0.0395,0.001211060141639,0.0045,6
"alpha-keto butyric acid",590,"set_2",18,"G_7","T5","Sheet1",0.045,"anc5","ancestor","ancestor",0.0395,0.001211060141639,0.0055,5
"alpha-keto butyric acid",590,"set_2",11,"G_7","T4","Sheet1",0.063,"32","without_community","wt-2",0.0395,0.001211060141639,0.0235,4
"alpha-keto butyric acid",590,"set_1",3,"G_3","T4","Sheet1",0.076,"7","with_community","wt-b2",0.0395,0.001211060141639,0.0365,4
"alpha-keto butyric acid",590,"set_3",6,"G_11","T6","Sheet1",0.045,"18","with_community","wt-b5",0.0395,0.001211060141639,0.0055,6
"alpha-keto butyric acid",590,"set_3",2,"G_11","T6","Sheet1",0.051,"6","with_community","wt-b2",0.0395,0.001211060141639,0.0115,6
"alpha-keto butyric acid",590,"set_2",13,"G_7","T6","Sheet1",0.125,"38","without_community","wt-4",0.0395,0.001211060141639,0.0855,6
"alpha-keto butyric acid",590,"set_1",16,"G_3","T5","Sheet1",0.046,"46","without_community","wt-6",0.0395,0.001211060141639,0.0065,5
"alpha-keto butyric acid",590,"set_1",3,"G_3","T6","Sheet1",0.049,"7","with_community","wt-b2",0.0395,0.001211060141639,0.0095,6
"alpha-keto butyric acid",590,"set_2",3,"G_7","T5","Sheet1",0.048,"8","with_community","wt-b2",0.0395,0.001211060141639,0.0085,5
"alpha-keto butyric acid",590,"set_2",12,"G_7","T6","Sheet1",0.087,"35","without_community","wt-3",0.0395,0.001211060141639,0.0475,6
"alpha-keto butyric acid",590,"set_1",4,"G_3","T4","Sheet1",0.046,"10","with_community","wt-b3",0.0395,0.001211060141639,0.0065,4
"alpha-keto butyric acid",590,"set_1",10,"G_3","T6","Sheet1",0.048,"28","without_community","wt-1",0.0395,0.001211060141639,0.0085,6
"alpha-keto butyric acid",590,"set_3",9,"G_11","T6","Sheet1",0.048,"27","without_community","wt-1",0.0395,0.001211060141639,0.0085,6
"alpha-keto butyric acid",590,"set_1",2,"G_3","T5","Sheet1",0.051,"4","with_community","wt-b1",0.0395,0.001211060141639,0.0115,5
"alpha-keto butyric acid",590,"set_2",13,"G_7","T5","Sheet1",0.126,"38","without_community","wt-4",0.0395,0.001211060141639,0.0865,5
"alpha-keto butyric acid",590,"set_1",10,"G_3","T5","Sheet1",0.047,"28","without_community","wt-1",0.0395,0.001211060141639,0.0075,5
"alpha-keto butyric acid",590,"set_2",4,"G_7","T5","Sheet1",0.046,"11","with_community","wt-b3",0.0395,0.001211060141639,0.0065,5
"alpha-keto butyric acid",590,"set_2",12,"G_7","T5","Sheet1",0.089,"35","without_community","wt-3",0.0395,0.001211060141639,0.0495,5
"alpha-keto butyric acid",590,"set_1",9,"G_3","T5","Sheet1",0.048,"25","without_community","wt-1",0.0395,0.001211060141639,0.0085,5
"alpha-keto butyric acid",590,"set_2",17,"G_7","T4","Sheet1",0.045,"anc2","ancestor","ancestor",0.0395,0.001211060141639,0.0055,4
"alpha-keto butyric acid",590,"set_2",15,"G_7","T4","Sheet1",0.047,"44","without_community","wt-5",0.0395,0.001211060141639,0.0075,4
"alpha-keto butyric acid",590,"set_2",3,"G_7","T6","Sheet1",0.047,"8","with_community","wt-b2",0.0395,0.001211060141639,0.0075,6
"alpha-keto butyric acid",590,"set_3",12,"G_11","T6","Sheet1",0.045,"36","without_community","wt-3",0.0395,0.001211060141639,0.0055,6
"alpha-keto butyric acid",590,"set_2",4,"G_7","T6","Sheet1",0.047,"11","with_community","wt-b3",0.0395,0.001211060141639,0.0075,6
"alpha-keto butyric acid",590,"set_2",18,"G_7","T4","Sheet1",0.045,"anc5","ancestor","ancestor",0.0395,0.001211060141639,0.0055,4
"alpha-keto butyric acid",590,"set_3",15,"G_11","T5","Sheet1",0.041,"45","without_community","wt-6",0.0395,0.001211060141639,0.0015,5
"alpha-keto butyric acid",590,"set_3",3,"G_11","T6","Sheet1",0.047,"9","with_community","wt-b3",0.0395,0.001211060141639,0.0075,6
"alpha-keto butyric acid",590,"set_2",17,"G_7","T5","Sheet1",0.047,"anc2","ancestor","ancestor",0.0395,0.001211060141639,0.0075,5
"alpha-keto butyric acid",590,"set_1",1,"G_3","T4","Sheet1",0.102,"1","with_community","wt-b1",0.0395,0.001211060141639,0.0625,4
"alpha-keto butyric acid",590,"set_1",8,"G_3","T6","Sheet1",0.047,"22","with_community","wt-b6",0.0395,0.001211060141639,0.0075,6
"alpha-keto butyric acid",590,"set_3",1,"G_11","T5","Sheet1",0.053,"3","with_community","wt-b1",0.0395,0.001211060141639,0.0135,5
"alpha-keto butyric acid",590,"set_3",11,"G_11","T5","Sheet1",0.041,"33","without_community","wt-3",0.0395,0.001211060141639,0.0015,5
"alpha-keto butyric acid",590,"set_3",17,"G_11","T4","Sheet1",0.045,"anc3","ancestor","ancestor",0.0395,0.001211060141639,0.0055,4
"alpha-keto butyric acid",590,"set_2",13,"G_7","T4","Sheet1",0.134,"38","without_community","wt-4",0.0395,0.001211060141639,0.0945,4
"alpha-keto butyric acid",590,"set_2",2,"G_7","T5","Sheet1",0.047,"5","with_community","wt-b2",0.0395,0.001211060141639,0.0075,5
"alpha-keto butyric acid",590,"set_3",6,"G_11","T5","Sheet1",0.046,"18","with_community","wt-b5",0.0395,0.001211060141639,0.0065,5
"alpha-keto butyric acid",590,"set_3",10,"G_11","T4","Sheet1",0.047,"30","without_community","wt-2",0.0395,0.001211060141639,0.0075,4
"alpha-keto butyric acid",590,"set_3",17,"G_11","T5","Sheet1",0.046,"anc3","ancestor","ancestor",0.0395,0.001211060141639,0.0065,5
"alpha-keto butyric acid",590,"set_2",18,"G_7","T6","Sheet1",0.046,"anc5","ancestor","ancestor",0.0395,0.001211060141639,0.0065,6
"alpha-keto butyric acid",590,"set_2",16,"G_7","T5","Sheet1",0.046,"47","without_community","wt-6",0.0395,0.001211060141639,0.0065,5
"alpha-keto butyric acid",590,"set_1",2,"G_3","T4","Sheet1",0.049,"4","with_community","wt-b1",0.0395,0.001211060141639,0.0095,4
"alpha-keto butyric acid",590,"set_1",6,"G_3","T6","Sheet1",0.045,"16","with_community","wt-b4",0.0395,0.001211060141639,0.0055,6
"alpha-keto butyric acid",590,"set_2",14,"G_7","T4","Sheet1",0.047,"41","without_community","wt-5",0.0395,0.001211060141639,0.0075,4
"alpha-keto butyric acid",590,"set_1",3,"G_3","T5","Sheet1",0.074,"7","with_community","wt-b2",0.0395,0.001211060141639,0.0345,5
"alpha-keto butyric acid",590,"set_1",7,"G_3","T4","Sheet1",0.143,"19","with_community","wt-b5",0.0395,0.001211060141639,0.1035,4
"alpha-keto butyric acid",590,"set_1",12,"G_3","T5","Sheet1",0.119,"34","without_community","wt-3",0.0395,0.001211060141639,0.0795,5
"alpha-keto butyric acid",590,"set_1",8,"G_3","T5","Sheet1",0.048,"22","with_community","wt-b6",0.0395,0.001211060141639,0.0085,5
"alpha-keto butyric acid",590,"set_3",4,"G_11","T6","Sheet1",0.047,"12","with_community","wt-b3",0.0395,0.001211060141639,0.0075,6
"alpha-keto butyric acid",590,"set_3",1,"G_11","T4","Sheet1",0.051,"3","with_community","wt-b1",0.0395,0.001211060141639,0.0115,4
"alpha-keto butyric acid",590,"set_1",7,"G_3","T6","Sheet1",0.051,"19","with_community","wt-b5",0.0395,0.001211060141639,0.0115,6
"alpha-keto butyric acid",590,"set_1",18,"G_3","T6","Sheet1",0.051,"anc4","ancestor","ancestor",0.0395,0.001211060141639,0.0115,6
"alpha-keto butyric acid",590,"set_2",5,"G_7","T5","Sheet1",0.046,"14","with_community","wt-b4",0.0395,0.001211060141639,0.0065,5
"alpha-keto butyric acid",590,"set_3",16,"G_11","T6","Sheet1",0.046,"48","without_community","wt-6",0.0395,0.001211060141639,0.0065,6
"alpha-keto butyric acid",590,"set_3",4,"G_11","T4","Sheet1",0.047,"12","with_community","wt-b3",0.0395,0.001211060141639,0.0075,4
"alpha-keto butyric acid",590,"set_2",10,"G_7","T4","Sheet1",0.046,"29","without_community","wt-2",0.0395,0.001211060141639,0.0065,4
"alpha-keto butyric acid",590,"set_2",8,"G_7","T4","Sheet1",0.048,"23","with_community","wt-b6",0.0395,0.001211060141639,0.0085,4
"alpha-keto butyric acid",590,"set_1",15,"G_3","T5","Sheet1",0.048,"43","without_community","wt-5",0.0395,0.001211060141639,0.0085,5
"alpha-keto butyric acid",590,"set_2",8,"G_7","T5","Sheet1",0.048,"23","with_community","wt-b6",0.0395,0.001211060141639,0.0085,5
"alpha-keto butyric acid",590,"set_1",16,"G_3","T6","Sheet1",0.045,"46","without_community","wt-6",0.0395,0.001211060141639,0.0055,6
"alpha-keto butyric acid",590,"set_1",9,"G_3","T6","Sheet1",0.047,"25","without_community","wt-1",0.0395,0.001211060141639,0.0075,6
"alpha-keto butyric acid",590,"set_3",7,"G_11","T6","Sheet1",0.049,"21","with_community","wt-b6",0.0395,0.001211060141639,0.0095,6
"alpha-keto butyric acid",590,"set_1",5,"G_3","T6","Sheet1",0.07,"13","with_community","wt-b4",0.0395,0.001211060141639,0.0305,6
"alpha-keto butyric acid",590,"set_2",9,"G_7","T6","Sheet1",0.048,"26","without_community","wt-1",0.0395,0.001211060141639,0.0085,6
"alpha-keto butyric acid",590,"set_1",11,"G_3","T4","Sheet1",0.079,"31","without_community","wt-2",0.0395,0.001211060141639,0.0395,4
"alpha-keto butyric acid",590,"set_3",9,"G_11","T4","Sheet1",0.05,"27","without_community","wt-1",0.0395,0.001211060141639,0.0105,4
"alpha-keto butyric acid",590,"set_3",1,"G_11","T6","Sheet1",0.053,"3","with_community","wt-b1",0.0395,0.001211060141639,0.0135,6
"alpha-keto butyric acid",590,"set_2",5,"G_7","T4","Sheet1",0.045,"14","with_community","wt-b4",0.0395,0.001211060141639,0.0055,4
"alpha-keto butyric acid",590,"set_3",2,"G_11","T5","Sheet1",0.052,"6","with_community","wt-b2",0.0395,0.001211060141639,0.0125,5
"alpha-keto butyric acid",590,"set_2",2,"G_7","T4","Sheet1",0.046,"5","with_community","wt-b2",0.0395,0.001211060141639,0.0065,4
"alpha-keto butyric acid",590,"set_1",10,"G_3","T4","Sheet1",0.049,"28","without_community","wt-1",0.0395,0.001211060141639,0.0095,4
"alpha-keto butyric acid",590,"set_3",17,"G_11","T6","Sheet1",0.045,"anc3","ancestor","ancestor",0.0395,0.001211060141639,0.0055,6
"alpha-keto butyric acid",590,"set_3",14,"G_11","T5","Sheet1",0.047,"42","without_community","wt-5",0.0395,0.001211060141639,0.0075,5
"alpha-keto butyric acid",590,"set_1",11,"G_3","T5","Sheet1",0.067,"31","without_community","wt-2",0.0395,0.001211060141639,0.0275,5
"alpha-keto butyric acid",590,"set_1",11,"G_3","T6","Sheet1",0.066,"31","without_community","wt-2",0.0395,0.001211060141639,0.0265,6
"alpha-keto butyric acid",590,"set_1",9,"G_3","T4","Sheet1",0.047,"25","without_community","wt-1",0.0395,0.001211060141639,0.0075,4
"alpha-keto butyric acid",590,"set_2",6,"G_7","T5","Sheet1",0.046,"17","with_community","wt-b5",0.0395,0.001211060141639,0.0065,5
"alpha-keto butyric acid",590,"set_3",2,"G_11","T4","Sheet1",0.051,"6","with_community","wt-b2",0.0395,0.001211060141639,0.0115,4
"alpha-keto butyric acid",590,"set_3",16,"G_11","T4","Sheet1",0.045,"48","without_community","wt-6",0.0395,0.001211060141639,0.0055,4
"alpha-keto butyric acid",590,"set_3",5,"G_11","T4","Sheet1",0.045,"15","with_community","wt-b4",0.0395,0.001211060141639,0.0055,4
"alpha-keto butyric acid",590,"set_2",1,"G_7","T6","Sheet1",0.071,"2","with_community","wt-b1",0.0395,0.001211060141639,0.0315,6
"alpha-keto butyric acid",590,"set_2",7,"G_7","T6","Sheet1",0.113,"20","with_community","wt-b5",0.0395,0.001211060141639,0.0735,6
"alpha-keto butyric acid",590,"set_1",14,"G_3","T6","Sheet1",0.045,"40","without_community","wt-4",0.0395,0.001211060141639,0.0055,6
"alpha-keto butyric acid",590,"set_3",14,"G_11","T4","Sheet1",0.046,"42","without_community","wt-5",0.0395,0.001211060141639,0.0065,4
"alpha-keto butyric acid",590,"set_1",1,"G_3","T6","Sheet1",0.096,"1","with_community","wt-b1",0.0395,0.001211060141639,0.0565,6
"alpha-keto butyric acid",590,"set_3",10,"G_11","T6","Sheet1",0.045,"30","without_community","wt-2",0.0395,0.001211060141639,0.0055,6
"alpha-keto butyric acid",590,"set_3",15,"G_11","T4","Sheet1",0.041,"45","without_community","wt-6",0.0395,0.001211060141639,0.0015,4
"alpha-keto butyric acid",590,"set_3",13,"G_11","T6","Sheet1",0.046,"39","without_community","wt-4",0.0395,0.001211060141639,0.0065,6
"alpha-keto butyric acid",590,"set_1",2,"G_3","T6","Sheet1",0.05,"4","with_community","wt-b1",0.0395,0.001211060141639,0.0105,6
"alpha-keto butyric acid",590,"set_1",4,"G_3","T5","Sheet1",0.047,"10","with_community","wt-b3",0.0395,0.001211060141639,0.0075,5
"alpha-keto butyric acid",590,"set_1",13,"G_3","T6","Sheet1",0.047,"37","without_community","wt-4",0.0395,0.001211060141639,0.0075,6
"alpha-keto butyric acid",590,"set_2",8,"G_7","T6","Sheet1",0.047,"23","with_community","wt-b6",0.0395,0.001211060141639,0.0075,6
"alpha-keto butyric acid",590,"set_3",7,"G_11","T4","Sheet1",0.05,"21","with_community","wt-b6",0.0395,0.001211060141639,0.0105,4
"alpha-keto butyric acid",590,"set_2",7,"G_7","T5","Sheet1",0.115,"20","with_community","wt-b5",0.0395,0.001211060141639,0.0755,5
"alpha-keto butyric acid",590,"set_3",13,"G_11","T4","Sheet1",0.047,"39","without_community","wt-4",0.0395,0.001211060141639,0.0075,4
"alpha-keto butyric acid",590,"set_1",4,"G_3","T6","Sheet1",0.047,"10","with_community","wt-b3",0.0395,0.001211060141639,0.0075,6
"alpha-keto butyric acid",590,"set_3",7,"G_11","T5","Sheet1",0.05,"21","with_community","wt-b6",0.0395,0.001211060141639,0.0105,5
"alpha-keto butyric acid",590,"set_2",11,"G_7","T5","Sheet1",0.061,"32","without_community","wt-2",0.0395,0.001211060141639,0.0215,5
"alpha-keto butyric acid",590,"set_1",5,"G_3","T5","Sheet1",0.071,"13","with_community","wt-b4",0.0395,0.001211060141639,0.0315,5
"alpha-keto butyric acid",590,"set_1",18,"G_3","T4","Sheet1",0.05,"anc4","ancestor","ancestor",0.0395,0.001211060141639,0.0105,4
"alpha-keto butyric acid",590,"set_2",11,"G_7","T6","Sheet1",0.061,"32","without_community","wt-2",0.0395,0.001211060141639,0.0215,6
"alpha-keto butyric acid",590,"set_1",12,"G_3","T4","Sheet1",0.122,"34","without_community","wt-3",0.0395,0.001211060141639,0.0825,4
"alpha-keto butyric acid",590,"set_3",3,"G_11","T4","Sheet1",0.047,"9","with_community","wt-b3",0.0395,0.001211060141639,0.0075,4
"alpha-keto butyric acid",590,"set_3",5,"G_11","T5","Sheet1",0.046,"15","with_community","wt-b4",0.0395,0.001211060141639,0.0065,5
"alpha-keto butyric acid",590,"set_2",15,"G_7","T6","Sheet1",0.046,"44","without_community","wt-5",0.0395,0.001211060141639,0.0065,6
"alpha-keto butyric acid",590,"set_2",3,"G_7","T4","Sheet1",0.048,"8","with_community","wt-b2",0.0395,0.001211060141639,0.0085,4
"alpha-keto butyric acid",590,"set_2",6,"G_7","T4","Sheet1",0.046,"17","with_community","wt-b5",0.0395,0.001211060141639,0.0065,4
"alpha-keto butyric acid",590,"set_2",16,"G_7","T6","Sheet1",0.045,"47","without_community","wt-6",0.0395,0.001211060141639,0.0055,6
"alpha-keto butyric acid",590,"set_1",16,"G_3","T4","Sheet1",0.045,"46","without_community","wt-6",0.0395,0.001211060141639,0.0055,4
"alpha-keto butyric acid",590,"set_3",6,"G_11","T4","Sheet1",0.046,"18","with_community","wt-b5",0.0395,0.001211060141639,0.0065,4
"alpha-keto butyric acid",590,"set_2",16,"G_7","T4","Sheet1",0.044,"47","without_community","wt-6",0.0395,0.001211060141639,0.0045,4
"alpha-keto butyric acid",590,"set_3",10,"G_11","T5","Sheet1",0.046,"30","without_community","wt-2",0.0395,0.001211060141639,0.0065,5
"alpha-keto butyric acid",590,"set_3",18,"G_11","T4","Sheet1",0.044,"anc1","ancestor","ancestor",0.0395,0.001211060141639,0.0045,4
"alpha-keto butyric acid",590,"set_3",16,"G_11","T5","Sheet1",0.046,"48","without_community","wt-6",0.0395,0.001211060141639,0.0065,5
"alpha-keto butyric acid",600,"set_2",7,"G_7","T3","Sheet1",0.125,"20","with_community","wt-b5",0.0395,0.00131425748134554,0.0855,3
"alpha-keto butyric acid",600,"set_1",18,"G_3","T2","Sheet1",0.053,"anc4","ancestor","ancestor",0.0395,0.00131425748134554,0.0135,2
"alpha-keto butyric acid",600,"set_1",3,"G_3","T4","Sheet1",0.076,"7","with_community","wt-b2",0.0395,0.00131425748134554,0.0365,4
"alpha-keto butyric acid",600,"set_2",10,"G_7","T5","Sheet1",0.045,"29","without_community","wt-2",0.0395,0.00131425748134554,0.0055,5
"alpha-keto butyric acid",600,"set_3",17,"G_11","T6","Sheet1",0.045,"anc3","ancestor","ancestor",0.0395,0.00131425748134554,0.0055,6
"alpha-keto butyric acid",600,"set_1",4,"G_3","T6","Sheet1",0.047,"10","with_community","wt-b3",0.0395,0.00131425748134554,0.0075,6
"alpha-keto butyric acid",600,"set_1",6,"G_3","T3","Sheet1",0.045,"16","with_community","wt-b4",0.0395,0.00131425748134554,0.0055,3
"alpha-keto butyric acid",600,"set_2",17,"G_7","T4","Sheet1",0.045,"anc2","ancestor","ancestor",0.0395,0.00131425748134554,0.0055,4
"alpha-keto butyric acid",600,"set_1",15,"G_3","T6","Sheet1",0.045,"43","without_community","wt-5",0.0395,0.00131425748134554,0.0055,6
"alpha-keto butyric acid",600,"set_3",17,"G_11","T4","Sheet1",0.045,"anc3","ancestor","ancestor",0.0395,0.00131425748134554,0.0055,4
"alpha-keto butyric acid",600,"set_1",4,"G_3","T1","Sheet1",0.043,"10","with_community","wt-b3",0.0395,0.00131425748134554,0.0035,1
"alpha-keto butyric acid",600,"set_2",12,"G_7","T2","Sheet1",0.088,"35","without_community","wt-3",0.0395,0.00131425748134554,0.0485,2
"alpha-keto butyric acid",600,"set_2",17,"G_7","T1","Sheet1",0.041,"anc2","ancestor","ancestor",0.0395,0.00131425748134554,0.0015,1
"alpha-keto butyric acid",600,"set_3",15,"G_11","T5","Sheet1",0.041,"45","without_community","wt-6",0.0395,0.00131425748134554,0.0015,5
"alpha-keto butyric acid",600,"set_1",16,"G_3","T1","Sheet1",0.041,"46","without_community","wt-6",0.0395,0.00131425748134554,0.0015,1
"alpha-keto butyric acid",600,"set_2",7,"G_7","T5","Sheet1",0.113,"20","with_community","wt-b5",0.0395,0.00131425748134554,0.0735,5
"alpha-keto butyric acid",600,"set_1",12,"G_3","T1","Sheet1",0.142,"34","without_community","wt-3",0.0395,0.00131425748134554,0.1025,1
"alpha-keto butyric acid",600,"set_2",15,"G_7","T2","Sheet1",0.047,"44","without_community","wt-5",0.0395,0.00131425748134554,0.0075,2
"alpha-keto butyric acid",600,"set_1",6,"G_3","T6","Sheet1",0.045,"16","with_community","wt-b4",0.0395,0.00131425748134554,0.0055,6
"alpha-keto butyric acid",600,"set_1",14,"G_3","T3","Sheet1",0.045,"40","without_community","wt-4",0.0395,0.00131425748134554,0.0055,3
"alpha-keto butyric acid",600,"set_2",1,"G_7","T6","Sheet1",0.071,"2","with_community","wt-b1",0.0395,0.00131425748134554,0.0315,6
"alpha-keto butyric acid",600,"set_1",12,"G_3","T5","Sheet1",0.116,"34","without_community","wt-3",0.0395,0.00131425748134554,0.0765,5
"alpha-keto butyric acid",600,"set_3",7,"G_11","T2","Sheet1",0.051,"21","with_community","wt-b6",0.0395,0.00131425748134554,0.0115,2
"alpha-keto butyric acid",600,"set_2",11,"G_7","T4","Sheet1",0.063,"32","without_community","wt-2",0.0395,0.00131425748134554,0.0235,4
"alpha-keto butyric acid",600,"set_2",13,"G_7","T1","Sheet1",0.173,"38","without_community","wt-4",0.0395,0.00131425748134554,0.1335,1
"alpha-keto butyric acid",600,"set_1",11,"G_3","T3","Sheet1",0.079,"31","without_community","wt-2",0.0395,0.00131425748134554,0.0395,3
"alpha-keto butyric acid",600,"set_3",16,"G_11","T4","Sheet1",0.044,"48","without_community","wt-6",0.0395,0.00131425748134554,0.0045,4
"alpha-keto butyric acid",600,"set_1",1,"G_3","T4","Sheet1",0.101,"1","with_community","wt-b1",0.0395,0.00131425748134554,0.0615,4
"alpha-keto butyric acid",600,"set_1",1,"G_3","T6","Sheet1",0.094,"1","with_community","wt-b1",0.0395,0.00131425748134554,0.0545,6
"alpha-keto butyric acid",600,"set_3",1,"G_11","T3","Sheet1",0.046,"3","with_community","wt-b1",0.0395,0.00131425748134554,0.0065,3
"alpha-keto butyric acid",600,"set_1",4,"G_3","T2","Sheet1",0.045,"10","with_community","wt-b3",0.0395,0.00131425748134554,0.0055,2
"alpha-keto butyric acid",600,"set_3",10,"G_11","T3","Sheet1",0.046,"30","without_community","wt-2",0.0395,0.00131425748134554,0.0065,3
"alpha-keto butyric acid",600,"set_2",14,"G_7","T6","Sheet1",0.045,"41","without_community","wt-5",0.0395,0.00131425748134554,0.0055,6
"alpha-keto butyric acid",600,"set_2",13,"G_7","T2","Sheet1",0.144,"38","without_community","wt-4",0.0395,0.00131425748134554,0.1045,2
"alpha-keto butyric acid",600,"set_2",6,"G_7","T2","Sheet1",0.044,"17","with_community","wt-b5",0.0395,0.00131425748134554,0.0045,2
"alpha-keto butyric acid",600,"set_3",1,"G_11","T6","Sheet1",0.053,"3","with_community","wt-b1",0.0395,0.00131425748134554,0.0135,6
"alpha-keto butyric acid",600,"set_2",4,"G_7","T2","Sheet1",0.045,"11","with_community","wt-b3",0.0395,0.00131425748134554,0.0055,2
"alpha-keto butyric acid",600,"set_2",12,"G_7","T4","Sheet1",0.092,"35","without_community","wt-3",0.0395,0.00131425748134554,0.0525,4
"alpha-keto butyric acid",600,"set_3",13,"G_11","T2","Sheet1",0.048,"39","without_community","wt-4",0.0395,0.00131425748134554,0.0085,2
"alpha-keto butyric acid",600,"set_1",5,"G_3","T6","Sheet1",0.07,"13","with_community","wt-b4",0.0395,0.00131425748134554,0.0305,6
"alpha-keto butyric acid",600,"set_1",11,"G_3","T5","Sheet1",0.067,"31","without_community","wt-2",0.0395,0.00131425748134554,0.0275,5
"alpha-keto butyric acid",600,"set_1",7,"G_3","T4","Sheet1",0.142,"19","with_community","wt-b5",0.0395,0.00131425748134554,0.1025,4
"alpha-keto butyric acid",600,"set_3",15,"G_11","T6","Sheet1",0.041,"45","without_community","wt-6",0.0395,0.00131425748134554,0.0015,6
"alpha-keto butyric acid",600,"set_2",9,"G_7","T1","Sheet1",0.046,"26","without_community","wt-1",0.0395,0.00131425748134554,0.0065,1
"alpha-keto butyric acid",600,"set_2",4,"G_7","T4","Sheet1",0.045,"11","with_community","wt-b3",0.0395,0.00131425748134554,0.0055,4
"alpha-keto butyric acid",600,"set_3",4,"G_11","T6","Sheet1",0.047,"12","with_community","wt-b3",0.0395,0.00131425748134554,0.0075,6
"alpha-keto butyric acid",600,"set_1",10,"G_3","T5","Sheet1",0.048,"28","without_community","wt-1",0.0395,0.00131425748134554,0.0085,5
"alpha-keto butyric acid",600,"set_2",12,"G_7","T6","Sheet1",0.087,"35","without_community","wt-3",0.0395,0.00131425748134554,0.0475,6
"alpha-keto butyric acid",600,"set_3",7,"G_11","T5","Sheet1",0.049,"21","with_community","wt-b6",0.0395,0.00131425748134554,0.0095,5
"alpha-keto butyric acid",600,"set_2",14,"G_7","T3","Sheet1",0.046,"41","without_community","wt-5",0.0395,0.00131425748134554,0.0065,3
"alpha-keto butyric acid",600,"set_2",3,"G_7","T3","Sheet1",0.129,"8","with_community","wt-b2",0.0395,0.00131425748134554,0.0895,3
"alpha-keto butyric acid",600,"set_2",2,"G_7","T4","Sheet1",0.045,"5","with_community","wt-b2",0.0395,0.00131425748134554,0.0055,4
"alpha-keto butyric acid",600,"set_1",12,"G_3","T4","Sheet1",0.12,"34","without_community","wt-3",0.0395,0.00131425748134554,0.0805,4
"alpha-keto butyric acid",600,"set_3",18,"G_11","T1","Sheet1",0.041,"anc1","ancestor","ancestor",0.0395,0.00131425748134554,0.0015,1
"alpha-keto butyric acid",600,"set_2",11,"G_7","T1","Sheet1",0.058,"32","without_community","wt-2",0.0395,0.00131425748134554,0.0185,1
"alpha-keto butyric acid",600,"set_1",8,"G_3","T5","Sheet1",0.047,"22","with_community","wt-b6",0.0395,0.00131425748134554,0.0075,5
"alpha-keto butyric acid",600,"set_1",14,"G_3","T4","Sheet1",0.045,"40","without_community","wt-4",0.0395,0.00131425748134554,0.0055,4
"alpha-keto butyric acid",600,"set_1",14,"G_3","T2","Sheet1",0.045,"40","without_community","wt-4",0.0395,0.00131425748134554,0.0055,2
"alpha-keto butyric acid",600,"set_2",13,"G_7","T6","Sheet1",0.123,"38","without_community","wt-4",0.0395,0.00131425748134554,0.0835,6
"alpha-keto butyric acid",600,"set_3",9,"G_11","T4","Sheet1",0.047,"27","without_community","wt-1",0.0395,0.00131425748134554,0.0075,4
"alpha-keto butyric acid",600,"set_3",16,"G_11","T5","Sheet1",0.046,"48","without_community","wt-6",0.0395,0.00131425748134554,0.0065,5
"alpha-keto butyric acid",600,"set_3",18,"G_11","T2","Sheet1",0.045,"anc1","ancestor","ancestor",0.0395,0.00131425748134554,0.0055,2
"alpha-keto butyric acid",600,"set_1",14,"G_3","T6","Sheet1",0.044,"40","without_community","wt-4",0.0395,0.00131425748134554,0.0045,6
"alpha-keto butyric acid",600,"set_1",11,"G_3","T6","Sheet1",0.065,"31","without_community","wt-2",0.0395,0.00131425748134554,0.0255,6
"alpha-keto butyric acid",600,"set_2",16,"G_7","T1","Sheet1",0.04,"47","without_community","wt-6",0.0395,0.00131425748134554,5e-04,1
"alpha-keto butyric acid",600,"set_1",6,"G_3","T1","Sheet1",0.043,"16","with_community","wt-b4",0.0395,0.00131425748134554,0.0035,1
"alpha-keto butyric acid",600,"set_3",13,"G_11","T3","Sheet1",0.047,"39","without_community","wt-4",0.0395,0.00131425748134554,0.0075,3
"alpha-keto butyric acid",600,"set_3",5,"G_11","T6","Sheet1",0.045,"15","with_community","wt-b4",0.0395,0.00131425748134554,0.0055,6
"alpha-keto butyric acid",600,"set_2",5,"G_7","T4","Sheet1",0.046,"14","with_community","wt-b4",0.0395,0.00131425748134554,0.0065,4
"alpha-keto butyric acid",600,"set_1",13,"G_3","T6","Sheet1",0.047,"37","without_community","wt-4",0.0395,0.00131425748134554,0.0075,6
"alpha-keto butyric acid",600,"set_3",18,"G_11","T4","Sheet1",0.044,"anc1","ancestor","ancestor",0.0395,0.00131425748134554,0.0045,4
"alpha-keto butyric acid",600,"set_2",6,"G_7","T3","Sheet1",0.044,"17","with_community","wt-b5",0.0395,0.00131425748134554,0.0045,3
"alpha-keto butyric acid",600,"set_2",10,"G_7","T4","Sheet1",0.046,"29","without_community","wt-2",0.0395,0.00131425748134554,0.0065,4
"alpha-keto butyric acid",600,"set_3",4,"G_11","T2","Sheet1",0.045,"12","with_community","wt-b3",0.0395,0.00131425748134554,0.0055,2
